OperationGroupEN,PropertyNameEN,OperatorOwnersEN,ProvincesEN,CommoditiesEN,DevelopmentStageEN,ActivityStatusEN,Latitude,Longitude,Website,OBJECTID
"Project","Mactung","Fireweed Metals Corp.","Yukon","Tungsten","Advanced project","Active",63.28222222,-130.1525,"https://fireweedmetals.com",270
"Project","Kudz Ze Kayah","BMC (UK) Limited","Yukon","Zinc, lead, copper, silver, gold","Advanced project","Active",61.47108,-130.59894,"https://bmcminerals.com",271
"Project","Marg","Azarga Metals Corp.","Yukon","Zinc, copper, lead, gold, silver","Advanced project","Active",64.01187,-134.43958,"https://azargametals.com",272
"Project","Carmacks","Granite Creek Copper","Yukon","Copper, gold, silver, molybdenum","Advanced project","Active",62.33,-136.7,"https://gcxcopper.com",273
"Project","Freegold Mountain","Triumph Gold Corp.","Yukon","Gold, silver, copper, molybdenum, tungsten","Advanced project","Active",62.3,-137.2,"https://www.triumphgoldcorp.com",274
"Project","Minto","Government of Yukon","Yukon","Copper, gold, silver","Past producer","On hold / suspended",62.618875,-137.23858,"Not available/Pas disponible",275
"Project","Klaza","Rockhaven Resources Ltd.","Yukon","Gold, silver, lead, zinc","Advanced project","Active",62.14117,-137.3175,"https://www.rockhavenresources.com",276
"Project","Casino","Western Copper and Gold Corporation","Yukon","Copper, gold, molybdenum, silver","Advanced project","Active",62.73333,-138.83333,"https://www.westerncopperandgold.com",277
"Project","Nickel Shaw","Nickel Creek Platinum Corp.","Yukon","Nickel, copper, platinum, palladium, gold, cobalt","Advanced project","Active",61.46667,-139.53333,"http://www.nickelcreekplatinum.com",278
"Project","Nechalacho - Basal Zone","Avalon Advanced Materials Inc.","Northwest Territories","Rare earth elements, niobium, tantalum, zirconium","Advanced project","Active",62.11806,-112.59972,"https://www.avalonadvancedmaterials.com",280
"Project","Nechalacho - T-Zone & Tardiff Zone","Vital Metals Inc.","Northwest Territories","Rare earth elements","Advanced project","Active",62.11806,-112.59972,"https://vitalmetals.com/",281
"Project","Pine Point","Osisko Metals Inc.","Northwest Territories","Zinc, lead","Advanced project","Active",60.87216,-114.38652,"https://www.osiskometals.com",282
"Project","NICO","Fortune Minerals Limited","Northwest Territories","Cobalt, gold, bismuth, copper","Advanced project","Active",63.55,-116.74583,"https://www.fortuneminerals.com",283
"Project","Prairie Creek","NorZinc Ltd.","Northwest Territories","Zinc, lead, silver","Advanced project","Active",61.55713,-124.79938,"https://norzinc.com",284
"Project","Ferguson Lake","Canadian North Resources Inc.","Nunavut","Nickel, copper, palladium, platinum, cobalt","Advanced project","Active",62.87306,-96.83306,"https://www.cnresources.com",286
"Project","Kiggavik-Sissons","Orano Canada Inc.","Nunavut","Uranium","Advanced project","On hold / suspended",64.385,-97.725,"https://www.orano.group/",287
"Project","Hackett River","Glencore Canada Corporation","Nunavut","Zinc, lead, copper, silver, gold","Advanced project","On hold / suspended",65.91667,-108.36306,"https://www.glencore.ca",288
"Project","High Lake","MMG Limited","Nunavut","Copper, zinc, gold, silver, lead","Advanced project","Active",67.37556,-110.8436,"https://www.mmg.com/",289
"Project","Izok Lake","MMG Limited","Nunavut","Zinc, copper, silver, lead, gold","Advanced project","Active",65.63056,-112.79889,"https://www.mmg.com/",290
